,open,high,low,close,volume
2021-06-29 14:00:00,2233.15991,2233.15991,2210.66992,2223.41992,
2021-06-29 16:00:00,2221.87012,2229.33008,2189.48999,2213.67993,
2021-06-29 18:00:00,2216.98999,2216.98999,2157.98999,2158.32007,
2021-06-29 20:00:00,2165.71997,2185.98999,2145.12012,2168.83008,
2021-06-29 22:00:00,2162.55005,2176.70996,2124.09009,2124.09009,
2021-06-30 00:00:00,2125.39990,2138.98999,2090.67993,2115.80005,
2021-06-30 02:00:00,2115.42993,2165.47998,2115.42993,2159.37012,
2021-06-30 04:00:00,2162.57007,2166.44995,2110.96997,2119.72998,
2021-06-30 06:00:00,2123.68994,2160.46997,2118.33008,2158.59009,
2021-06-30 08:00:00,2156.26001,2161.52002,2121.62988,2142.83008,
2021-06-30 10:00:00,2144.54004,2153.17993,2092.59009,2101.00000,
2021-06-30 12:00:00,2100.43994,2156.37988,2096.65991,2156.37988,
2021-06-30 14:00:00,2161.01001,2249.06006,2152.29004,2242.56006,
2021-06-30 16:00:00,2249.01001,2281.68994,2223.62988,2262.96997,
2021-06-30 18:00:00,2261.67993,2280.71997,2240.65991,2273.84009,
2021-06-30 20:00:00,2274.62012,2274.62012,2236.93994,2260.81006,
2021-06-30 22:00:00,2260.85010,2260.85010,2183.98999,2185.91992,
2021-07-01 00:00:00,2186.91992,2219.89990,2181.95996,2216.12988,
2021-07-01 02:00:00,2214.37988,2230.90991,2132.00000,2134.97998,
2021-07-01 04:00:00,2129.13989,2138.62988,2092.94995,2105.96997,
2021-07-01 06:00:00,2105.78003,2145.43994,2101.97998,2137.37012,
2021-07-01 08:00:00,2140.07007,2143.85010,2111.92993,2113.92993,
2021-07-01 10:00:00,2111.90991,2137.31006,2078.35010,2118.22998,
2021-07-01 12:00:00,2125.31006,2125.31006,2077.60010,2104.31006,
2021-07-01 14:00:00,2105.41992,2129.79004,2082.75000,2100.15991,
2021-07-01 16:00:00,2103.66992,2134.47998,2103.66992,2126.46997,
2021-07-01 18:00:00,2134.98999,2136.09009,2106.43994,2108.01001,
2021-07-01 20:00:00,2105.02002,2135.57007,2087.19995,2087.61011,
2021-07-01 22:00:00,2085.62988,2102.84009,2036.56995,2042.03003,
2021-07-02 00:00:00,2043.03003,2058.23999,2025.90002,2032.60999,
2021-07-02 02:00:00,2034.96997,2067.02002,2020.02002,2061.65991,
2021-07-02 04:00:00,2061.43994,2078.77002,2033.78003,2040.29004,
2021-07-02 06:00:00,2036.62000,2055.09009,2022.07996,2038.63000,
2021-07-02 08:00:00,2036.31995,2073.56006,2032.21997,2072.13989,
2021-07-02 10:00:00,2070.43994,2123.97998,2060.91992,2122.40991,
2021-07-02 12:00:00,2123.72998,2123.72998,2103.12012,2109.52002,
2021-07-02 14:00:00,2106.79004,2106.79004,2087.89990,2099.85010,
2021-07-02 16:00:00,2102.55005,2112.25000,2083.36011,2108.96997,
2021-07-02 18:00:00,2109.89990,2158.66992,2104.39990,2155.28003,
2021-07-02 20:00:00,2155.95996,2164.28003,2132.69995,2153.21997,
2021-07-02 22:00:00,2151.55005,2153.96997,2114.53003,2131.02002,
2021-07-03 00:00:00,2129.44995,2152.93994,2124.87988,2146.01001,
2021-07-03 02:00:00,2145.03003,2203.04004,2138.89990,2194.47998,
2021-07-03 04:00:00,2200.39990,2220.51001,2187.23999,2216.26001,
2021-07-03 06:00:00,2219.08008,2221.65991,2196.60010,2213.15991,
2021-07-03 08:00:00,2213.13989,2234.50000,2206.92993,2234.10010,
2021-07-03 10:00:00,2234.56006,2236.96997,2217.15991,2224.55005,
2021-07-03 12:00:00,2224.10010,2235.40991,2211.83008,2227.51001,
2021-07-03 14:00:00,2225.04004,2228.11011,2212.29004,2225.21997,
2021-07-03 16:00:00,2225.57007,2225.57007,2225.57007,2225.57007,
2021-07-04 04:00:00,2326.61011,2331.86011,2310.00000,2323.86011,
2021-07-04 06:00:00,2323.00000,2337.67993,2315.00000,2331.41992,
2021-07-04 08:00:00,2331.38989,2331.75000,2307.51001,2317.09009,
2021-07-04 10:00:00,2315.62012,2331.31006,2311.20996,2329.67993,
2021-07-04 12:00:00,2340.34009,2372.19995,2329.00000,2367.01001,
2021-07-04 14:00:00,2365.33008,2365.33008,2347.17993,2357.02002,
2021-07-04 16:00:00,2355.56006,2386.67993,2343.62012,2381.78003,
2021-07-04 18:00:00,2381.55005,2381.98999,2303.58008,2323.16992,
2021-07-04 20:00:00,2319.79004,2322.89990,2262.63989,2265.28003,
2021-07-04 22:00:00,2267.44995,2275.87988,2248.13989,2266.33008,
2021-07-05 00:00:00,2261.19995,2276.67993,2252.50000,2272.80005,
2021-07-05 02:00:00,2274.01001,2292.18994,2258.35010,2273.64990,
2021-07-05 04:00:00,2272.43994,2285.89990,2262.63989,2280.40991,
2021-07-05 06:00:00,2278.09009,2308.31006,2187.10010,2196.75000,
2021-07-05 08:00:00,2192.53003,2234.45996,2192.53003,2225.87012,
2021-07-05 10:00:00,2226.37988,2229.11011,2203.03003,2207.86011,
2021-07-05 12:00:00,2203.76001,2223.37012,2160.92993,2211.29004,
2021-07-05 14:00:00,2218.62012,2250.01001,2216.90991,2246.38989,
2021-07-05 16:00:00,2254.40991,2254.40991,2208.64990,2243.07007,
2021-07-05 18:00:00,2248.96997,2248.96997,2194.95996,2198.15991,
2021-07-05 20:00:00,2197.26001,2248.45996,2194.80005,2220.10010,
2021-07-05 22:00:00,2218.94995,2244.00000,2210.87012,2237.88989,
2021-07-06 00:00:00,2238.22998,2328.96997,2238.22998,2319.30005,
2021-07-06 02:00:00,2321.32007,2339.50000,2316.41992,2336.71997,
2021-07-06 04:00:00,2342.36011,2347.83008,2260.82007,2279.91992,
2021-07-06 06:00:00,2280.68994,2308.29004,2257.45996,2293.40991,
2021-07-06 08:00:00,2291.55005,2336.22998,2281.61011,2302.19995,
2021-07-06 10:00:00,2301.32007,2311.47998,2283.51001,2304.72998,
2021-07-06 12:00:00,2305.46997,2325.73999,2285.44995,2320.54004,
2021-07-06 14:00:00,2317.06006,2333.89990,2308.60010,2327.02002,
2021-07-06 16:00:00,2322.92993,2326.98999,2278.35010,2287.70996,
2021-07-06 18:00:00,2285.36011,2326.63989,2285.36011,2324.70996,
2021-07-06 20:00:00,2319.20996,2340.78003,2296.89990,2314.17993,
2021-07-06 22:00:00,2318.91992,2340.40991,2303.00000,2338.97998,
2021-07-07 00:00:00,2341.21997,2399.27002,2332.29004,2386.04004,
2021-07-07 02:00:00,2388.85010,2404.63989,2364.16992,2376.28003,
2021-07-07 04:00:00,2376.91992,2395.77002,2368.11011,2378.62012,
2021-07-07 06:00:00,2377.78003,2391.41992,2367.59009,2384.69995,
2021-07-07 08:00:00,2385.53003,2397.76001,2373.44995,2384.67993,
2021-07-07 10:00:00,2385.39990,2390.32007,2330.38989,2341.38989,
2021-07-07 12:00:00,2344.15991,2361.40991,2332.89990,2357.88989,
2021-07-07 14:00:00,2353.18994,2371.29004,2352.98999,2366.81006,
2021-07-07 16:00:00,2363.75000,2367.25000,2337.73999,2345.87012,
2021-07-07 18:00:00,2342.21997,2343.90991,2307.30005,2316.14990,
2021-07-07 20:00:00,2316.32007,2322.15991,2268.31006,2275.91992,
2021-07-07 22:00:00,2274.29004,2287.35010,2239.71997,2255.00000,
2021-07-08 00:00:00,2250.73999,2251.60010,2211.61011,2211.61011,
2021-07-08 02:00:00,2214.04004,2242.64990,2173.18994,2182.42993,
2021-07-08 04:00:00,2180.46997,2193.43994,2163.80005,2171.51001,
2021-07-08 06:00:00,2170.00000,2183.48999,2128.03003,2168.59009,
2021-07-08 08:00:00,2167.51001,2178.19995,2131.38989,2136.10010,
2021-07-08 10:00:00,2140.27002,2176.06006,2137.00000,2174.22998,
2021-07-08 12:00:00,2170.72998,2177.11011,2149.35010,2159.00000,
2021-07-08 14:00:00,2163.30005,2166.95996,2136.68994,2157.22998,
2021-07-08 16:00:00,2160.84009,2160.96997,2104.22998,2104.22998,
2021-07-08 18:00:00,2105.00000,2122.91992,2096.40991,2121.52002,
2021-07-08 20:00:00,2074.71997,2074.92993,2049.53003,2058.97998,
2021-07-08 22:00:00,2081.50000,2123.72998,2080.76001,2123.72998,
2021-07-09 00:00:00,2148.45996,2156.68994,2139.25000,2139.25000,
2021-07-09 02:00:00,2132.32007,2135.56006,2109.12988,2117.66992,
2021-07-09 04:00:00,2126.46997,2126.46997,2088.45996,2101.70996,
2021-07-09 06:00:00,2103.14990,2107.00000,2073.96997,2081.87988,
2021-07-09 08:00:00,2082.95996,2147.12012,2066.81006,2142.17993,
2021-07-09 10:00:00,2139.17993,2185.54004,2135.43994,2174.21997,
2021-07-09 12:00:00,2176.71997,2182.00000,2139.15991,2146.42993,
2021-07-09 14:00:00,2146.51001,2146.51001,2122.83008,2133.26001,
2021-07-09 16:00:00,2134.16992,2160.23999,2124.50000,2148.09009,
2021-07-09 18:00:00,2147.57007,2167.47998,2146.27002,2146.27002,
2021-07-09 20:00:00,2147.66992,2191.87988,2143.81006,2149.87988,
2021-07-09 22:00:00,2149.56006,2151.02002,2125.87012,2134.03003,
2021-07-10 00:00:00,2131.12012,2141.36011,2099.62988,2118.83008,
2021-07-10 02:00:00,2114.68994,2134.77002,2107.12988,2123.51001,
2021-07-10 04:00:00,2120.59009,2136.28003,2113.23999,2118.41992,
2021-07-10 06:00:00,2115.70996,2124.08008,2088.26001,2112.58008,
2021-07-10 08:00:00,2108.91992,2120.40991,2093.53003,2097.86011,
2021-07-10 10:00:00,2097.79004,2124.70996,2095.97998,2120.13989,
2021-07-10 12:00:00,2118.30005,2159.00000,2078.85010,2086.73999,
2021-07-10 14:00:00,2083.00000,2109.21997,2082.85010,2092.17993,
2021-07-10 16:00:00,2092.56006,2106.91992,2080.93994,2103.09009,
2021-07-10 18:00:00,2105.29004,2127.02002,2105.29004,2111.18994,
2021-07-10 20:00:00,2113.58008,2138.27002,2108.51001,2116.41992,
2021-07-10 22:00:00,2116.52002,2119.26001,2085.83008,2087.27002,
2021-07-11 00:00:00,2090.65991,2102.34009,2081.67993,2099.69995,
2021-07-11 02:00:00,2102.12988,2106.67993,2088.08008,2098.70996,
2021-07-11 04:00:00,2100.81006,2127.21997,2091.86011,2119.36011,
2021-07-11 06:00:00,2121.95996,2134.08008,2113.27002,2129.00000,
2021-07-11 08:00:00,2131.97998,2133.51001,2116.12012,2133.03003,
2021-07-11 10:00:00,2136.94995,2146.65991,2126.88989,2145.35010,
2021-07-11 12:00:00,2145.15991,2152.19995,2130.51001,2142.06006,
2021-07-11 14:00:00,2142.76001,2143.98999,2132.46997,2134.78003,
2021-07-11 16:00:00,2133.75000,2173.01001,2125.90991,2164.09009,
2021-07-11 18:00:00,2169.30005,2170.92993,2134.29004,2138.86011,
2021-07-11 20:00:00,2139.19995,2142.02002,2126.39990,2134.39990,
2021-07-11 22:00:00,2136.71997,2167.54004,2133.48999,2162.71997,
2021-07-12 00:00:00,2165.45996,2167.00000,2140.42993,2150.00000,
2021-07-12 02:00:00,2150.66992,2160.79004,2142.70996,2145.86011,
2021-07-12 04:00:00,2145.27002,2156.34009,2133.00000,2133.00000,
2021-07-12 06:00:00,2125.96997,2125.96997,2102.33008,2102.33008,
2021-07-12 08:00:00,2096.98999,2110.27002,2095.64990,2106.50000,
2021-07-12 10:00:00,2104.66992,2106.51001,2085.96997,2089.62988,
2021-07-12 12:00:00,2086.09009,2095.82007,2029.03003,2029.14001,
2021-07-12 14:00:00,2028.83997,2046.79004,2008.80005,2019.43005,
2021-07-12 16:00:00,2014.82996,2036.69995,2009.46997,2029.73999,
2021-07-12 18:00:00,2029.33997,2040.06006,2028.48999,2035.08997,
2021-07-12 20:00:00,2032.25000,2043.46997,2014.76001,2030.29004,
2021-07-12 22:00:00,2031.81006,2037.52002,2024.81006,2030.02002,
2021-07-13 00:00:00,2032.69995,2033.88000,1979.43005,1982.56995,
2021-07-13 02:00:00,1983.83997,2034.02002,1983.83997,2027.40002,
2021-07-13 04:00:00,2030.50000,2034.00000,2013.30005,2028.43005,
2021-07-13 06:00:00,2032.77002,2040.06995,1994.87000,1996.73999,
2021-07-13 08:00:00,1994.47998,1998.34998,1963.00000,1980.22998,
2021-07-13 10:00:00,1978.79004,2004.20996,1970.79004,1998.06995,
2021-07-13 12:00:00,1997.38000,2004.18994,1986.98999,1990.72998,
2021-07-13 14:00:00,1988.07996,1988.07996,1920.71997,1921.01001,
2021-07-13 16:00:00,1921.17004,1955.93994,1921.17004,1945.05005,
2021-07-13 18:00:00,1944.60999,1950.29004,1926.44995,1940.71997,
2021-07-13 20:00:00,1942.09998,1944.05005,1886.18005,1907.46997,
2021-07-13 22:00:00,1906.75000,1918.90002,1869.31006,1884.81006,
2021-07-14 00:00:00,1881.69995,1896.45996,1868.69995,1874.16003,
2021-07-14 02:00:00,1877.83997,1905.01001,1868.45996,1899.28003,
2021-07-14 04:00:00,1900.50000,1954.57996,1871.97998,1937.27002,
2021-07-14 06:00:00,1933.18005,1951.79004,1928.29004,1947.43005,
2021-07-14 08:00:00,1956.56006,2008.10999,1939.63000,2006.53003,
2021-07-14 10:00:00,2009.94995,2018.93005,1986.19995,1996.05005,
2021-07-14 12:00:00,1998.19995,2006.43994,1984.04004,2003.22998,
2021-07-14 14:00:00,2002.42004,2012.44995,1977.02002,1981.23999,
2021-07-14 16:00:00,1980.31006,2000.89001,1980.31006,1994.77002,
2021-07-14 18:00:00,1995.46997,2009.30005,1986.76001,1994.70996,
2021-07-14 20:00:00,1993.95996,2039.41003,1976.31995,1999.14001,
2021-07-14 22:00:00,1998.23999,2011.89001,1978.91003,1980.35999,
2021-07-15 00:00:00,1978.48999,1983.00000,1956.56995,1963.96997,
2021-07-15 02:00:00,1961.97998,1970.47998,1944.64001,1953.35999,
2021-07-15 04:00:00,1952.00000,1977.33997,1947.89001,1965.92004,
2021-07-15 06:00:00,1964.96997,1975.43005,1907.46997,1913.15002,
2021-07-15 08:00:00,1913.39001,1932.44995,1887.38000,1921.68005,
2021-07-15 10:00:00,1919.58997,1932.01001,1909.44995,1914.51001,
2021-07-15 12:00:00,1916.51001,1916.51001,1885.28003,1897.75000,
2021-07-15 14:00:00,1900.51001,1927.43005,1896.81995,1918.38000,
2021-07-15 16:00:00,1921.97998,1934.05005,1917.80005,1922.39001,
2021-07-15 18:00:00,1919.31006,1930.73999,1901.62000,1917.20996,
2021-07-15 20:00:00,1919.94995,1928.98999,1898.78003,1926.00000,
2021-07-15 22:00:00,1928.47998,1956.06006,1928.47998,1951.48999,
2021-07-16 00:00:00,1952.91003,1960.09998,1927.77002,1927.77002,
2021-07-16 02:00:00,1926.98999,1927.80005,1897.92004,1907.06995,
2021-07-16 04:00:00,1910.57996,1910.57996,1862.18005,1870.56995,
2021-07-16 06:00:00,1870.18994,1874.31006,1852.73999,1853.56006,
2021-07-16 08:00:00,1854.79004,1911.08997,1854.79004,1897.07996,
2021-07-16 10:00:00,1902.93005,1931.94995,1895.59998,1929.81006,
2021-07-16 12:00:00,1936.83997,1937.56995,1916.82996,1923.64001,
2021-07-16 14:00:00,1925.37000,1925.37000,1906.85999,1914.97998,
2021-07-16 16:00:00,1915.41003,1917.69995,1894.88000,1894.98999,
2021-07-16 18:00:00,1897.34998,1903.89001,1870.92004,1878.19995,
2021-07-16 20:00:00,1876.31995,1898.35999,1866.44995,1873.83997,
2021-07-16 22:00:00,1871.67004,1874.89001,1859.02002,1866.84998,
2021-07-17 00:00:00,1868.52002,1889.47998,1862.41003,1885.88000,
2021-07-17 02:00:00,1886.00000,1894.34998,1877.63000,1877.68005,
2021-07-17 04:00:00,1877.93994,1906.59998,1866.94995,1881.92004,
2021-07-17 06:00:00,1879.20996,1879.20996,1852.01001,1863.89001,
2021-07-17 08:00:00,1863.00000,1892.94995,1860.76001,1882.07996,
2021-07-17 10:00:00,1883.43994,1890.51001,1872.00000,1887.40002,
2021-07-17 12:00:00,1885.98999,1913.93005,1881.42004,1894.19995,
2021-07-17 14:00:00,1892.45996,1917.84998,1889.05005,1910.65002,
2021-07-17 16:00:00,1908.23999,1914.39001,1893.92004,1908.29004,
2021-07-17 18:00:00,1905.63000,1905.63000,1892.18994,1897.69995,
2021-07-17 20:00:00,1899.03003,1984.52002,1898.43005,1976.57996,
2021-07-17 22:00:00,1979.84998,1988.27002,1972.18005,1982.05005,
2021-07-18 00:00:00,1983.14001,1988.26001,1972.73999,1977.38000,
2021-07-18 02:00:00,1979.76001,1980.91003,1954.28003,1958.60999,
2021-07-18 04:00:00,1957.39001,1972.41003,1957.39001,1962.60999,
2021-07-18 06:00:00,1959.40002,1969.18994,1952.80005,1963.64001,
2021-07-18 08:00:00,1966.15002,1971.34998,1944.13000,1947.37000,
2021-07-18 10:00:00,1946.42004,1956.81006,1888.30005,1891.28003,
2021-07-18 12:00:00,1891.52002,1907.98999,1881.88000,1903.68005,
2021-07-18 14:00:00,1902.84998,1908.96997,1899.44995,1901.20996,
2021-07-18 16:00:00,1898.93994,1913.44995,1891.35999,1913.20996,
2021-07-18 18:00:00,1916.64001,1924.41003,1881.47998,1892.83997,
2021-07-18 20:00:00,1891.64001,1906.08997,1866.69995,1881.32996,
2021-07-18 22:00:00,1881.73999,1893.67004,1875.50000,1885.50000,
2021-07-19 00:00:00,1888.53003,1914.13000,1882.00000,1908.00000,
2021-07-19 02:00:00,1910.65002,1914.93994,1890.13000,1891.56006,
2021-07-19 04:00:00,1892.30005,1899.41003,1867.76001,1872.20996,
2021-07-19 06:00:00,1871.72998,1876.63000,1856.46997,1862.30005,
2021-07-19 08:00:00,1858.68005,1868.14001,1807.20996,1809.09998,
2021-07-19 10:00:00,1811.96997,1830.15002,1807.66003,1818.51001,
2021-07-19 12:00:00,1818.98999,1831.03003,1814.31006,1822.89001,
2021-07-19 14:00:00,1826.06006,1830.54004,1809.68994,1823.30005,
2021-07-19 16:00:00,1825.90002,1827.48999,1811.29004,1811.29004,
2021-07-19 18:00:00,1813.01001,1829.25000,1812.56995,1817.93005,
2021-07-19 20:00:00,1817.50000,1840.18994,1782.27002,1783.19995,
2021-07-19 22:00:00,1786.35999,1790.55005,1720.71997,1729.38000,
2021-07-20 00:00:00,1730.89001,1753.43005,1725.78003,1753.17004,
2021-07-20 02:00:00,1753.12000,1768.20996,1747.53003,1764.56995,
2021-07-20 04:00:00,1762.34998,1764.14001,1723.77002,1723.77002,
2021-07-20 06:00:00,1726.72998,1762.30005,1723.41003,1756.19995,
2021-07-20 08:00:00,1756.67004,1761.41003,1738.76001,1743.18005,
2021-07-20 10:00:00,1744.91003,1803.95996,1740.19995,1803.57996,
2021-07-20 12:00:00,1804.80005,1807.01001,1777.01001,1782.70996,
2021-07-20 14:00:00,1784.28003,1799.94995,1780.90002,1789.38000,
2021-07-20 16:00:00,1789.93005,1803.81995,1780.01001,1784.23999,
2021-07-20 18:00:00,1783.98999,1791.13000,1766.42004,1786.03003,
2021-07-20 20:00:00,1788.06006,1795.91003,1758.50000,1775.56006,
2021-07-20 22:00:00,1773.27002,1806.97998,1773.27002,1801.71997,
2021-07-21 00:00:00,1804.18005,1869.62000,1803.64001,1856.07996,
2021-07-21 02:00:00,1860.19995,1877.32996,1857.71997,1873.56995,
2021-07-21 04:00:00,1874.71997,1892.57996,1861.52002,1891.83997,
2021-07-21 06:00:00,1892.02002,1909.68994,1888.96997,1908.80005,
2021-07-21 08:00:00,1903.28003,1917.18005,1896.68005,1902.71997,
2021-07-21 10:00:00,1906.18994,1956.66003,1906.18994,1956.66003,
2021-07-21 12:00:00,1956.65002,2007.76001,1949.68994,1971.63000,
2021-07-21 14:00:00,1971.00000,2032.09998,1937.21997,1937.21997,
2021-07-21 16:00:00,1939.18994,1959.60999,1933.56006,1950.18994,
2021-07-21 18:00:00,1950.35999,1994.43005,1950.35999,1994.43005,
2021-07-21 20:00:00,1995.64001,2021.93005,1978.00000,1981.62000,
2021-07-21 22:00:00,1978.82996,1988.02002,1963.15002,1975.97998,
2021-07-22 00:00:00,1974.42004,2002.06995,1966.70996,1968.67004,
2021-07-22 02:00:00,1964.31006,2010.56995,1964.31006,1992.18005,
2021-07-22 04:00:00,1989.58997,2015.94995,1970.01001,1981.00000,
2021-07-22 06:00:00,1983.78003,1992.02002,1972.93994,1983.98999,
2021-07-22 08:00:00,1981.50000,2009.60999,1952.15002,1990.50000,
2021-07-22 10:00:00,1993.54004,2035.68005,1978.60999,2031.82996,
2021-07-22 12:00:00,2030.64001,2042.85999,2015.50000,2033.00000,
2021-07-22 14:00:00,2034.02002,2036.01001,2018.52002,2027.96997,
2021-07-22 16:00:00,2027.51001,2029.09998,2007.68005,2010.38000,
2021-07-22 18:00:00,2009.81995,2026.84998,1991.80005,2024.56995,
2021-07-22 20:00:00,2025.31995,2068.98999,2014.80005,2068.98999,
2021-07-22 22:00:00,2065.51001,2072.03003,2054.46997,2059.19995,
2021-07-23 00:00:00,2059.73999,2090.91992,2056.06006,2074.00000,
2021-07-23 02:00:00,2074.57007,2080.61011,2056.09009,2061.93994,
2021-07-23 04:00:00,2064.21997,2064.85010,2042.63000,2052.19995,
2021-07-23 06:00:00,2049.78003,2070.01001,2045.21997,2055.92993,
2021-07-23 08:00:00,2053.42993,2077.70996,2048.44995,2075.59009,
2021-07-23 10:00:00,2072.87988,2075.65991,2047.85999,2047.85999,
2021-07-23 12:00:00,2049.77002,2049.77002,2000.27002,2014.81006,
2021-07-23 14:00:00,2012.08997,2024.09998,2009.17004,2023.29004,
2021-07-23 16:00:00,2021.43005,2056.30005,2016.29004,2054.28003,
2021-07-23 18:00:00,2055.47998,2129.42993,2053.43994,2123.92993,
2021-07-23 20:00:00,2129.61011,2129.61011,2106.71997,2121.94995,
2021-07-23 22:00:00,2123.37012,2138.20996,2112.18994,2136.73999,
2021-07-24 00:00:00,2139.93994,2143.31006,2124.93994,2133.30005,
2021-07-24 02:00:00,2133.41992,2143.73999,2125.96997,2134.12988,
2021-07-24 04:00:00,2132.63989,2142.11011,2116.19995,2140.98999,
2021-07-24 06:00:00,2141.88989,2161.06006,2131.51001,2153.93994,
2021-07-24 08:00:00,2151.41992,2152.32007,2147.03003,2151.60010,
2021-07-25 02:00:00,2176.00000,2176.00000,2176.00000,2176.00000,
2021-07-25 04:00:00,2177.78003,2178.12988,2160.43994,2172.56006,
2021-07-25 06:00:00,2173.93994,2182.42993,2153.51001,2159.78003,
2021-07-25 08:00:00,2158.16992,2158.16992,2121.06006,2131.66992,
2021-07-25 10:00:00,2129.67993,2144.23999,2108.47998,2137.37988,
2021-07-25 12:00:00,2136.55005,2151.92993,2121.96997,2149.44995,
2021-07-25 14:00:00,2153.26001,2164.47998,2148.17993,2152.68994,
2021-07-25 16:00:00,2152.02002,2170.80005,2145.77002,2161.09009,
2021-07-25 18:00:00,2159.78003,2195.33008,2154.50000,2189.62012,
2021-07-25 20:00:00,2190.33008,2334.88989,2173.59009,2310.78003,
2021-07-25 22:00:00,2317.70996,2318.79004,2288.31006,2318.36011,
2021-07-26 00:00:00,2316.86011,2348.09009,2310.12012,2348.01001,
2021-07-26 02:00:00,2348.27002,2389.48999,2312.38989,2325.05005,
2021-07-26 04:00:00,2327.64990,2346.15991,2303.90991,2343.57007,
2021-07-26 06:00:00,2343.27002,2357.07007,2336.12012,2341.75000,
2021-07-26 08:00:00,2343.82007,2356.90991,2310.65991,2335.19995,
2021-07-26 10:00:00,2334.72998,2350.38989,2325.18994,2343.07007,
2021-07-26 12:00:00,2343.67993,2379.60010,2337.43994,2361.08008,
2021-07-26 14:00:00,2359.61011,2430.00000,2355.48999,2369.69995,
2021-07-26 16:00:00,2356.35010,2364.65991,2205.98999,2234.65991,
2021-07-26 18:00:00,2232.66992,2257.77002,2218.98999,2228.10010,
2021-07-26 20:00:00,2228.75000,2240.30005,2161.00000,2161.94995,
2021-07-26 22:00:00,2159.59009,2185.51001,2152.79004,2172.38989,
2021-07-27 00:00:00,2172.71997,2203.83008,2167.18994,2201.07007,
2021-07-27 02:00:00,2201.11011,2210.02002,2185.13989,2202.78003,
2021-07-27 04:00:00,2200.33008,2239.29004,2194.11011,2235.02002,
2021-07-27 06:00:00,2232.15991,2277.79004,2227.07007,2277.79004,
2021-07-27 08:00:00,2277.08008,2319.03003,2263.73999,2299.09009,
2021-07-27 10:00:00,2301.45996,2305.00000,2245.78003,2278.62988,
2021-07-27 12:00:00,2276.36011,2282.68994,2216.95996,2227.37988,
2021-07-27 14:00:00,2230.34009,2245.32007,2204.91992,2228.23999,
2021-07-27 16:00:00,2230.22998,2271.54004,2230.22998,2262.86011,
